t_D,P_wD,P_wD_gauss,ln_t_D,dP_wD
0.1,7.672703735981024,7.672679000108398,-2.3025850929940455,8.919846644767405e-05
0.11850720741440386,7.672703735981024,7.672694146328652,-2.132781498194058,0.00011928298487746574
0.1404395820916054,7.672703735981024,7.6727195094676555,-1.9629779033940702,4.726810253037476e-05
0.16643102684122085,7.672703735981024,7.67271019891611,-1.7931743085940821,-0.00010960882326738017
0.19723276218064775,7.672703735981024,7.672682285523229,-1.6233707137940943,-5.12948331526507e-05
0.23373503856657812,7.672703735981024,7.6726927788219825,-1.4535671189941066,2.671703825983505e-05
0.27699286695423164,7.672703735981024,7.672691358821505,-1.2837635241941188,3.716273535282898e-05
0.32825651136455514,7.672703735981024,7.672705399554092,-1.1139599293941307,7.654395679445462e-05
0.3890076247740795,7.672703735981024,7.672717353699554,-0.944156334594143,2.5802183062323497e-05
0.4610020727488643,7.672703735981024,7.672714162160968,-0.7743527397941554,-3.3690752746494813e-05
0.5463206825371977,7.672703735981024,7.672705912077699,-0.6045491449941676,-3.2293698491218184e-05
0.6474293844021439,7.672703735981024,7.672703194988782,-0.43474555019417954,4.3941010453454886e-05
0.7672504834352467,7.672703735981024,7.672720834760765,-0.2649419553941919,1.9861202743651886e-05
0.9092471217926242,7.672703735981024,7.672709939996031,-0.09513836059420412,-8.662833251230267e-05
1.077523372532283,7.672703735981024,7.672691415156223,0.07466523420578408,-5.585502040924291e-05
1.2769428580255122,7.672703735981024,7.672690971229525,0.24446882900577174,7.28437879191462e-05
1.5132693213237103,7.672703735981024,7.672716153430321,0.4142724238057594,4.066136273895563e-05
1.7933332133596311,7.672703735981024,7.672704780120651,0.5840760186057472,-1.997802587892424e-05
2.1252291107874917,7.672703735981024,7.672709368749098,0.7538796134057348,2.997341628213607e-06
2.518549670352225,7.672703735981024,7.67270579803942,0.9236832082057231,-2.5123319854273272e-05
2.9846628816790957,7.672703735981024,7.672700836689049,1.0934868030057108,-5.829773650241863e-06
3.5370406318121694,7.672703735981024,7.672703818206377,1.2632903978056984,4.321614128263213e-06
4.19164807787339,7.672703735981024,7.672702304340276,1.4330939926056865,-2.5906649541494206e-06
4.967405081727291,7.672703735981024,7.672702938397931,1.6028975874056743,-3.1789323091516394e-05
5.886733043316199,7.672703735981024,7.6726915084576,1.772701182205662,1.0529367768198589e-05
6.976202937574977,7.672703735981024,7.6727065142469275,1.9425047770056498,0.00011568306655329492
8.267303284881711,7.672703735981024,7.672730795258716,2.1123083718056375,1.147379886626923e-05
9.797350251392599,7.672703735981024,7.672710410831512,2.2821119666056258,-0.0001121440658370995
11.610566183533452,7.672703735981024,7.672692710327687,2.4519155614056136,-7.404548064443559e-05
13.759357749106622,7.672703735981024,7.6726852644539285,2.6217191562056015,2.81405428960607e-05
16.305830626623635,7.672703735981024,7.672702267058371,2.7915227510055893,7.796827122253537e-05
19.323584521334258,7.672703735981024,7.672711743039394,2.9613263458055767,-3.5317727101792824e-05
22.89984038859523,7.672703735981024,7.6726902729043225,3.1311299406055646,-3.8006682404317205e-05
27.137961346879976,7.672703735981024,7.672698835696798,3.3009335354055525,1.2395043808591385e-05
32.1604401413878,7.672703735981024,7.672694482350316,3.47073713020554,-2.598545094125059e-05
38.11243950373964,7.672703735981024,7.672690010850831,3.6405407250055277,5.7743263658359643e-05
45.165987733385926,7.672703735981024,7.672714092377805,3.810344319805515,7.169472811590585e-05
53.524950763967915,7.672703735981024,7.672714358895957,3.980147914605504,-5.798153757126247e-05
63.430924420313005,7.672703735981024,7.672694401430779,4.149951509405492,-6.378235459640615e-05
75.17021716765409,7.672703735881025,7.672692697949767,4.31975510420548,2.4131549471284726
89.08212517272963,8.4922259787451,8.492219171094366,4.4895586990054674,4.830219070383073
105.56873884760559,9.313063470844403,9.313069821594766,4.659362293805454,4.772742356273095
125.1065643109023,10.113076460674176,10.113076789393036,4.829165888605442,4.581933337452055
148.26029565695555,10.869131670230159,10.8691273252613,4.99896948340543,4.25956762495927
175.69913608739688,11.55964680906036,11.559656579416508,5.168773078205419,3.8231080492072507
208.21613962840712,12.167492989893695,12.16748230538962,5.338576673005407,3.306639888959992
246.75113245970118,12.68260637432487,12.682615259125381,5.508380267805395,2.756247103291393
292.4178763414085,13.103521915838758,13.10352363798148,5.678183862605382,2.221972222694064
346.53625923270795,13.437214248371625,13.43721300104372,5.847987457405369,1.7479179377147631
410.67044349502146,13.69714528700946,13.697129136460166,6.017791052205357,1.3629610913481822
486.67407426229727,13.900083093509679,13.900084386810594,6.187594647005345,1.0765295311749876
576.7438546181505,14.062721764820862,14.062726305063885,6.357398241805333,0.8805660793648259
683.4830360421595,14.199121839206923,14.199130958280753,6.527201836605321,0.7561801634222357
809.9766591647474,14.319520282556354,14.319530525194958,6.697005431405309,0.6810838588591134
959.8807194846263,14.430430210019907,14.430431933469798,6.8668090262052965,0.6359357388142355
1137.527835170517,14.535517735210037,14.535498874219842,7.0366126210052835,0.6072464350251708
1348.0524710221052,14.636667865907674,14.636657188663301,7.206416215805273,0.5869852706071346
1597.5393378891629,14.734845944130143,14.734843292307318,7.376219810605261,0.5711485330206734
1893.1992566790043,14.830625297665371,14.830623336806601,7.546023405405249,0.5582880651059383
2243.5775698805396,14.924433841919745,14.924441933085154,7.715827000205236,0.5477194712956168
2658.801124241373,15.016634730542558,15.016632807142493,7.885630595005224,0.5391536414680934
3150.8709630412254,15.107538208060275,15.107542386026724,8.055434189805212,0.5322988817099691
3734.0091875314897,15.197398719348378,15.197405334387232,8.2252377846052,0.5267242038721978
4425.070012740839,15.286416689927856,15.286421712598047,8.395041379405187,0.5221992209271197
5244.026898231373,15.374746309943585,15.374747944217583,8.564844974205174,0.5184938392962406
6214.549833154182,15.462505777542603,15.462505948186337,8.734648569005163,0.5154390741879976
7364.689460647516,15.54978669050112,15.549794759612581,8.90445216380515,0.5128749879761121
8727.687814556293,15.63666124181625,15.636681981469028,9.074255758605139,0.5105820663290365
10342.939100877877,15.72318717192405,15.723192100218734,9.244059353405126,0.5085961411207857
12257.128293022823,15.809411015084287,15.809404887596454,9.413862948205113,0.506909888303585
14525.580449262137,15.895370243960222,15.895342342765954,9.583666543005101,0.5055606120306935
17213.859751153177,15.981094577172502,15.981096906220642,9.753470137805088,0.5042663613761963
20399.664479323677,16.066607051566887,16.06659482456273,9.923273732605077,0.5029940768346185
24175.07269635463,16.151924639511574,16.15191731103988,10.093077327405066,0.5019010858961894
28649.203542851898,16.237058735809068,16.23704404180111,10.262880922205055,0.5008715807523212
33951.37106510224,16.322015561865587,16.322016900929675,10.432684517005042,0.4998455178362536
40234.8217281546,16.40679625803202,16.40679517334762,10.602488111805028,0.4987118713182482
47681.16363819981,16.49139701646071,16.491383037968205,10.772291706605017,0.49767107198482413
56505.615490322765,16.575808949194386,16.575807847449592,10.942095301405004,0.49654008596344656
66963.22694990231,16.660017898725858,16.660011621085985,11.111898896204993,0.49527529873708936
79356.25025289871,16.744004037514525,16.744006899731986,11.28170249100498,0.493818943440354
94042.87608349607,16.827741457271305,16.827716084639,11.451506085804967,0.49232494823712114
111447.5862187395,16.911197327603738,16.911203991772748,11.621309680604956,0.49058150198135786
132073.4221585882,16.994330867168948,16.99432108979662,11.791113275404943,0.4884808274898261
156516.52433677932,17.077092270079014,17.077095592770043,11.960916870204931,0.48614205196893595
185483.36213360296,17.15942195008502,17.159418425812163,12.130720465004918,0.48334092814296625
219811.1526828787,17.241250928495464,17.241241646995324,12.300524059804905,0.48019499626668427
260492.05862989102,17.32250055489557,17.322496098954257,12.470327654604894,0.47653540201202116
308701.86421857605,17.40307881402625,17.403076495617523,12.640131249404883,0.4721972428003713
365833.95852163935,17.482873648149326,17.48285767751855,12.809934844204871,0.467225737303404
433539.6080175633,17.561756037600155,17.561749715171903,12.979738439004858,0.461604209921946
513775.6824969672,17.639621131618814,17.63962178595766,13.149542033804847,0.4556691131719412
608861.2137014499,17.716494314586072,17.716498222083743,13.319345628604834,0.45078291103536616
721544.421387034,17.792700188395177,17.792710903494076,13.489149223404821,0.44914135763351437
855082.1440401926,17.86904277075811,17.869029856282783,13.65895281820481,0.4540400753011693
1013333.9700012426,17.946908535221173,17.946906177432872,13.828756413004797,0.46874893562107184
1200873.7896299856,18.028215349139373,18.02822036493703,13.998560007804786,0.4955161876186551
1423121.9926620189,18.115191030390722,18.115187037311337,14.168363602604773,0.5354233806304352
1686502.131603976,18.210042984896976,18.21005399447905,14.33816719740476,0.587243015030548
1998626.5791482662,18.314624248917376,18.31461898725808,14.507970792204748,0.6482491146723501
2368516.5455906405,18.430185170954964,18.43020405447359,14.677774387004735,0.7144085230836668
2806862.8153275736,18.55724150966934,18.557237258008794,14.847577981804724,0.7812635604967947
3326334.738398023,18.695533314570433,18.69552677659078,15.017381576604711,0.8444806501693362
3941946.4077307135,18.84402977641385,18.844028958284362,15.1871851714047,0.8993978070840474
4671490.605574079,19.000956443332633,19.000968738186955,15.356988766204687,0.9417791378962327
5536053.061292076,19.163861356638616,19.163863924529196,15.526792361004677,0.9681469627781804
6560621.883916854,19.329767455906865,19.329758407335817,15.696595955804664,0.9764709240316811
7774809.7836481165,19.49546544629866,19.495480470765678,15.866399550604651,0.9664101427149971
9213709.956383238,19.657976930695497,19.65795823990417,16.036203145404638,0.9413507726052216
10918910.368572662,19.815162248773703,19.815169961077903,16.20600674020463,0.9081199378131738
12939695.757877227,19.966372286650373,19.9663622998046,16.375810335004612,0.8769135064286886
15334472.090580415,20.112975144580282,20.1129760925184,16.545613929804603,0.8603780277710346
18172454.64628804,20.25857505850175,20.258552863809506,16.715417524604593,0.8710734878684273
21535668.519964997,20.408817314805674,20.408798911668445,16.885221119404576,0.919510375018003
25521319.361033447,20.570831986444038,20.5708251980774,17.055024714204567,1.012146000225288
30244602.870072257,20.752530563682654,20.752530970269824,17.224828309004554,1.1520048690166254
