t_D,P_wD,P_wD_gauss,ln_t_D,dP_wD
0.1,1.0615427039608401e-05,9.333662107683686e-06,-2.3025850929940455,1.8520038600496987e-05
0.11922754405254025,1.2656508919219756e-05,1.259066306842493e-05,-2.1267214767781564,2.0778090436602013e-06
0.14215207260800425,1.5090039056327353e-05,1.0064484132132003e-05,-1.9508578605622677,-3.3222447205483015e-06
0.16948442499030722,1.7991474935188546e-05,1.142213912740539e-05,-1.7749942443463789,2.9029384536099854e-05
0.20207211746751308,2.1450782379999928e-05,2.0274909214212226e-05,-1.5991306281304898,5.745819952943603e-05
0.24092562287148006,2.5575225047392226e-05,3.1631752628406845e-05,-1.4232670119146007,1.1544810457503568e-05
0.28724970314295084,3.049269022088691e-05,2.4335533445379398e-05,-1.2474033956987116,1.8946279893889906e-05
0.3424807663555527,3.635565399538066e-05,3.8295675220362606e-05,-1.071539779482823,5.2625634587136736e-05
0.40833140657804406,4.334590880573806e-05,4.284540225367904e-05,-0.8956761632669338,7.836431092422389e-05
0.4868435076581948,5.168019980466618e-05,6.585853742316326e-05,-0.7198125470510446,3.7203769380577195e-05
0.5804515575601062,6.161694481011377e-05,5.5930981093939584e-05,-0.5439489308351557,1.1370259186759721e-05
0.6920581364936316,7.346424610189853e-05,6.985776721895425e-05,-0.36808531461926686,7.907709890899253e-05
0.8251239195571337,8.758944232488306e-05,8.374455024193347e-05,-0.19222169840337783,9.961449879492927e-05
0.9837749846780284,0.00010443049657412289,0.0001048948991901735,-0.01635808218748875,0.00010185157383268399
1.172930753234867,0.00012450957341481522,0.00011956852242492425,0.15950553402839995,0.00010639236311582301
1.3984565305188932,0.0001484492255460867,0.00014231599062077859,0.33536915024428904,0.00013595185926114605
1.6673453759800394,0.00017699169150706427,0.00016738649362680173,0.5112327664601781,0.00020733863876185897
1.9879349426545945,0.00021102190206915064,0.00021524263620865944,0.6870963826760672,0.0001930537671341848
2.3701660094893473,0.0002515949075993738,0.0002352887608514376,0.8629599988919563,0.00022130452313630716
2.825890723082246,0.0002999685757625971,0.0002930814636560272,1.038823615107845,0.00033972798058917725
3.369240106739533,0.0003576425711501022,0.0003547803432437056,1.214687231323734,0.0003817505810061637
4.017062232498731,0.0004264048228958252,0.0004273535389925485,1.390550847539623,0.000411471865205884
4.789444642870379,0.0005083869177206818,0.0004995062036161133,1.5664144637555117,0.0005170962478565942
5.7103372214503105,0.0006061301299416371,0.000609230371152005,1.7422780799714008,0.0006316463334354416
6.808294826253272,0.0007226641290439121,0.0007216734203510408,1.91814169618729,0.000718217160083637
8.11736271319794,0.0008616007954125508,0.0008618469051532337,2.094005312403179,0.0008844344999926567
